candidate_id,resource_id,doi,title,authors,year,venue,language,primary_topic,topics,discovery_source,source_url,publication_status,screening_status,notes
lit-cand-20260729-034,lit-10-1016-j-ssci-2024-106576,10.1016/j.ssci.2024.106576,Continuous agent-based modeling of adult-child pairs based on a pseudo-energy: Relevance for public safety and egress efficiency,Chuan-Zhi Xie;Tie‐Qiao Tang;Alexandre Nicolas,2024,Safety Science,en,facility_scenario_flow,facility_scenario_flow,openalex,https://doi.org/10.1016/j.ssci.2024.106576,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-035,lit-10-3390-math14040632,10.3390/math14040632,Mathematical Programming for Optimal Evacuation in Industrial Facilities,Carmine Cerrone;Massimo Paolucci;Anna Sciomachen,2026,Mathematics,en,facility_scenario_flow,facility_scenario_flow,openalex,https://doi.org/10.3390/math14040632,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-036,lit-10-14311-app-2026-57-0304,10.14311/app.2026.57.0304,The effect of desired speed variability on pedestrian dynamics in social force-based simulations of a closed bi-directional flow setting,Peter Sukennik;Tobias Kretz,2026,Acta Polytechnica CTU Proceedings,en,facility_scenario_flow,facility_scenario_flow,openalex,https://doi.org/10.14311/app.2026.57.0304,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-037,lit-10-1016-j-simpat-2017-03-010,10.1016/j.simpat.2017.03.010,Extended route choice model based on available evacuation route set and its application in crowd evacuation simulation,Yanbin Han;Hong Liu;Philip Moore,2017,Simulation Modelling Practice and Theory,en,evacuation_behavior_modeling,evacuation_behavior_modeling,openalex,https://doi.org/10.1016/j.simpat.2017.03.010,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-038,lit-10-1371-journal-pone-0197964,10.1371/journal.pone.0197964,Developing a database for pedestrians’ earthquake emergency evacuation in indoor scenarios,Junxue Zhou;Sha Li;Gaozhong Nie;Xiwei Fan;Jinxian Tan;Huayue Li;Xiaoke Pang,2018,PLoS ONE,en,evacuation_behavior_modeling,evacuation_behavior_modeling,openalex,https://doi.org/10.1371/journal.pone.0197964,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-039,lit-10-1016-j-ijdrr-2021-102254,10.1016/j.ijdrr.2021.102254,Incorporating human factors in emergency evacuation – An overview of behavioral factors and models,Yi Wang;Miltos Kyriakidis;Vinh N. Dang,2021,International Journal of Disaster Risk Reduction,en,evacuation_behavior_modeling,evacuation_behavior_modeling,openalex,https://doi.org/10.1016/j.ijdrr.2021.102254,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-040,lit-10-1098-rsif-2022-0061,10.1098/rsif.2022.0061,The principles of pedestrian route choice,Yunhe Tong;Nikolai W. F. Bode,2022,Journal of The Royal Society Interface,en,evacuation_behavior_modeling,evacuation_behavior_modeling,openalex,https://doi.org/10.1098/rsif.2022.0061,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-041,lit-10-1186-2193-0414-2-7,10.1186/2193-0414-2-7,Fire evacuation in high-rise buildings: a review of human behaviour and modelling research,Enrico Ronchi;Daniel Nilsson,2013,Fire Science Reviews,en,evacuation_behavior_modeling,evacuation_behavior_modeling,openalex,https://doi.org/10.1186/2193-0414-2-7,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-042,lit-10-1016-j-apm-2014-03-027,10.1016/j.apm.2014.03.027,Macroscopic modeling and simulations of room evacuation,Monika Twarogowska;Paola Goatin;Régis Duvigneau,2014,Applied Mathematical Modelling,en,evacuation_behavior_modeling,evacuation_behavior_modeling,openalex,https://doi.org/10.1016/j.apm.2014.03.027,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-043,lit-10-1016-j-firesaf-2019-04-008,10.1016/j.firesaf.2019.04.008,A machine learning based study on pedestrian movement dynamics under emergency evacuation,Ke Wang;Xiupeng Shi;Algena Pei Xuan Goh;Shunzhi Qian,2019,Fire Safety Journal,en,evacuation_behavior_modeling,evacuation_behavior_modeling,openalex,https://doi.org/10.1016/j.firesaf.2019.04.008,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-044,lit-10-1186-s40038-014-0005-z,10.1186/s40038-014-0005-z,"Risk perception in fire evacuation behavior revisited: definitions, related concepts, and empirical evidence",Max Kinateder;Erica D. Kuligowski;Paul A. Reneke;Richard D. Peacock,2015,Fire Science Reviews,en,evacuation_behavior_modeling,evacuation_behavior_modeling,openalex,https://doi.org/10.1186/s40038-014-0005-z,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-045,lit-10-1098-rsos-140410,10.1098/rsos.140410,Information use by humans during dynamic route choice in virtual crowd evacuations,Nikolai W. F. Bode;Armel Ulrich Kemloh Wagoum;Edward A. Codling,2015,Royal Society Open Science,en,evacuation_behavior_modeling,evacuation_behavior_modeling,openalex,https://doi.org/10.1098/rsos.140410,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-046,lit-10-1016-j-ssci-2015-10-015,10.1016/j.ssci.2015.10.015,A study of herding behaviour in exit choice during emergencies based on random utility theory,Ruggiero Lovreglio;Achille Fonzone;Luigi dell’Olio;Dino Borri,2015,Safety Science,en,evacuation_behavior_modeling,evacuation_behavior_modeling,openalex,https://doi.org/10.1016/j.ssci.2015.10.015,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-047,lit-10-1098-rsif-2016-0414,10.1098/rsif.2016.0414,Crowd behaviour during high-stress evacuations in an immersive virtual environment,Mehdi Moussaïd;Mubbasir Kapadia;Tyler Thrash;Robert W. Sumner;Markus Gross;Dirk Helbing;Christoph Hölscher,2016,Journal of The Royal Society Interface,en,evacuation_behavior_modeling,evacuation_behavior_modeling,openalex,https://doi.org/10.1098/rsif.2016.0414,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-048,lit-10-1016-j-ssci-2016-07-001,10.1016/j.ssci.2016.07.001,Modelling social identification and helping in evacuation simulation,Isabella von Sivers;Anne Templeton;Florian Künzner;Gerta Köster;John Drury;Andrew Philippides;Tobias Neckel;Hans‐Joachim Bungartz,2016,Safety Science,en,evacuation_behavior_modeling,evacuation_behavior_modeling,openalex,https://doi.org/10.1016/j.ssci.2016.07.001,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-049,lit-10-1016-j-ssci-2020-105121,10.1016/j.ssci.2020.105121,Evacuation behaviors and emergency communications: An analysis of real-world incident videos,C. Natalie van der Wal;Mark A. Robinson;Wändi Bruine de Bruin;S. Gwynne,2021,Safety Science,en,evacuation_behavior_modeling,evacuation_behavior_modeling,openalex,https://doi.org/10.1016/j.ssci.2020.105121,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-050,lit-10-1016-j-ssci-2021-105215,10.1016/j.ssci.2021.105215,CellEVAC: An adaptive guidance system for crowd evacuation through behavioral optimization,Miguel A. López-Carmona;Alvaro Paricio‐Garcia,2021,Safety Science,en,evacuation_behavior_modeling,evacuation_behavior_modeling,openalex,https://doi.org/10.1016/j.ssci.2021.105215,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-051,lit-10-1371-journal-pone-0221872,10.1371/journal.pone.0221872,Simulation of pedestrian evacuation route choice using social force model in large-scale public space: Comparison of five evacuation strategies,Jibiao Zhou;Yanyong Guo;Sheng Dong;Minjie Zhang;Tianqi Mao,2019,PLoS ONE,en,evacuation_behavior_modeling,evacuation_behavior_modeling,openalex,https://doi.org/10.1371/journal.pone.0221872,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-052,lit-10-1111-bjso-12666,10.1111/bjso.12666,Beyond ‘stampedes’: Towards a new psychology of crowd crush disasters,Dermot Barr;John Drury;Toby Butler;Sanjeedah Choudhury;Fergus Neville,2023,British Journal of Social Psychology,en,safety_risk_intervention,safety_risk_intervention,openalex,https://doi.org/10.1111/bjso.12666,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-053,lit-10-1016-j-ssci-2023-106292,10.1016/j.ssci.2023.106292,A roadmap for the future of crowd safety research and practice: Introducing the Swiss Cheese Model of Crowd Safety and the imperative of a Vision Zero target,Milad Haghani;Matt Coughlan;Ben Crabb;Anton Dierickx;Claudio Feliciani;Roderick van Gelder;Paul Geoerg;Nazli Hocaoglu;Steve Laws;Ruggiero Lovreglio;Zoe Miles;Alexandre Nicolas;William O’Toole;Syan Schaap;Travis Semmens;Zahra Shahhoseini;Ramón Spaaij;Andrew Tatrai;John Webster;A. Wilson,2023,Safety Science,en,safety_risk_intervention,safety_risk_intervention,openalex,https://doi.org/10.1016/j.ssci.2023.106292,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-054,lit-10-1007-s10955-014-1024-9,10.1007/s10955-014-1024-9,Saving Human Lives: What Complexity Science and Information Systems can Contribute,Dirk Helbing;Dirk Brockmann;Thomas Chadefaux;Karsten Donnay;Ulf Blanke;Olivia Woolley-Meza;Mehdi Moussaïd;Anders Johansson;Jens Krause;Sebastian Schutte;Matjaž Perc,2014,Journal of Statistical Physics,en,safety_risk_intervention,safety_risk_intervention,openalex,https://doi.org/10.1007/s10955-014-1024-9,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-055,lit-10-18564-jasss-3997,10.18564/jasss.3997,Review of Modelling and Simulating Crowds at Mass Gathering Events: Hajj as a Case Study,Almoaid A. Owaidah;Doina Olaru;Mohammed Bennamoun;Ferdous Sohel;R. Nazim Khan,2019,Journal of Artificial Societies and Social Simulation,en,safety_risk_intervention,safety_risk_intervention,openalex,https://doi.org/10.18564/jasss.3997,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
lit-cand-20260729-056,lit-10-1109-access-2020-3038334,10.1109/access.2020.3038334,"In-Depth Survey to Detect, Monitor and Manage Crowd",Ali M. Al‐Shaery;Shroug S. Alshehri;Norah Farooqi;Mohamed Osama Khozium,2020,IEEE Access,en,safety_risk_intervention,safety_risk_intervention,openalex,https://doi.org/10.1109/access.2020.3038334,version_of_record,unscreened,"Initial collection only; metadata not independently verified; no title, abstract, quality, integrity, metrics, access, or full-text screening performed."
